"Rank","StoreIndex","MappingIndex","Name","Bytes","MiB","Family","ProposedVerdict","Reason","ProofGate"
"433","609","0","pl/System.ServiceModel.NetTcp.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"434","635","0","pl/System.ServiceModel.Primitives.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"435","661","0","pl/System.Web.Services.Description.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"436","533","0","pt-BR/Microsoft.CodeAnalysis.CSharp.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"437","507","0","pt-BR/Microsoft.CodeAnalysis.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"438","559","0","pt-BR/System.ServiceModel.Http.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"439","585","0","pt-BR/System.ServiceModel.NetFramingBase.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"440","611","0","pt-BR/System.ServiceModel.NetTcp.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"441","637","0","pt-BR/System.ServiceModel.Primitives.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"442","663","0","pt-BR/System.Web.Services.Description.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"443","535","0","ru/Microsoft.CodeAnalysis.CSharp.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"444","509","0","ru/Microsoft.CodeAnalysis.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"445","561","0","ru/System.ServiceModel.Http.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"446","587","0","ru/System.ServiceModel.NetFramingBase.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"447","613","0","ru/System.ServiceModel.NetTcp.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"448","639","0","ru/System.ServiceModel.Primitives.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"449","665","0","ru/System.Web.Services.Description.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"450","29","0","System.AppContext.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"451","31","0","System.Buffers.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"452","415","0","System.CodeDom.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"453","33","0","System.Collections.Concurrent.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"454","35","0","System.Collections.Immutable.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"455","41","0","System.Collections.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"456","37","0","System.Collections.NonGeneric.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"457","39","0","System.Collections.Specialized.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"458","43","0","System.ComponentModel.Annotations.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"459","417","0","System.ComponentModel.Composition.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"460","419","0","System.ComponentModel.Composition.Registration.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"461","45","0","System.ComponentModel.DataAnnotations.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"462","47","0","System.ComponentModel.EventBasedAsync.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"463","53","0","System.ComponentModel.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"464","49","0","System.ComponentModel.Primitives.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"465","51","0","System.ComponentModel.TypeConverter.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"466","421","0","System.Configuration.ConfigurationManager.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"467","55","0","System.Configuration.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"468","57","0","System.Console.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"469","59","0","System.Core.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"470","61","0","System.Data.Common.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"471","63","0","System.Data.DataSetExtensions.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"472","65","0","System.Data.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"473","423","0","System.Data.Odbc.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"474","425","0","System.Data.OleDb.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"475","427","0","System.Data.SqlClient.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"476","67","0","System.Diagnostics.Contracts.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"477","69","0","System.Diagnostics.Debug.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"478","71","0","System.Diagnostics.DiagnosticSource.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"479","429","0","System.Diagnostics.EventLog.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"480","73","0","System.Diagnostics.FileVersionInfo.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"481","431","0","System.Diagnostics.PerformanceCounter.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"482","75","0","System.Diagnostics.Process.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"483","77","0","System.Diagnostics.StackTrace.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"484","79","0","System.Diagnostics.TextWriterTraceListener.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"485","81","0","System.Diagnostics.Tools.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"486","83","0","System.Diagnostics.TraceSource.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"487","85","0","System.Diagnostics.Tracing.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"488","435","0","System.DirectoryServices.AccountManagement.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"489","433","0","System.DirectoryServices.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"490","437","0","System.DirectoryServices.Protocols.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"491","439","0","System.Drawing.Common.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"492","89","0","System.Drawing.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"493","87","0","System.Drawing.Primitives.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"494","91","0","System.Dynamic.Runtime.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"495","93","0","System.Formats.Asn1.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"496","95","0","System.Formats.Tar.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"497","97","0","System.Globalization.Calendars.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"498","99","0","System.Globalization.Extensions.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"499","101","0","System.Globalization.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"500","103","0","System.IO.Compression.Brotli.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"501","105","0","System.IO.Compression.FileSystem.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"502","109","0","System.IO.Compression.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"503","107","0","System.IO.Compression.ZipFile.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"504","111","0","System.IO.FileSystem.AccessControl.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"505","113","0","System.IO.FileSystem.DriveInfo.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"506","119","0","System.IO.FileSystem.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"507","115","0","System.IO.FileSystem.Primitives.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"508","117","0","System.IO.FileSystem.Watcher.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"509","371","0","System.IO.Hashing.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"510","121","0","System.IO.IsolatedStorage.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"511","123","0","System.IO.MemoryMappedFiles.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"512","133","0","System.IO.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"513","445","0","System.IO.Packaging.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"514","125","0","System.IO.Pipelines.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"515","127","0","System.IO.Pipes.AccessControl.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"516","129","0","System.IO.Pipes.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"517","447","0","System.IO.Ports.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"518","131","0","System.IO.UnmanagedMemoryStream.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"519","135","0","System.Linq.AsyncEnumerable.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"520","137","0","System.Linq.Expressions.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"521","143","0","System.Linq.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"522","139","0","System.Linq.Parallel.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"523","141","0","System.Linq.Queryable.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"524","451","0","System.Management.Automation.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"525","449","0","System.Management.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"526","145","0","System.Memory.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"527","147","0","System.Net.Http.Json.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"528","149","0","System.Net.Http.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"529","453","0","System.Net.Http.WinHttpHandler.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"530","151","0","System.Net.HttpListener.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"531","153","0","System.Net.Mail.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"532","155","0","System.Net.NameResolution.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"533","157","0","System.Net.NetworkInformation.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"534","185","0","System.Net.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"535","159","0","System.Net.Ping.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"536","161","0","System.Net.Primitives.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"537","163","0","System.Net.Quic.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"538","165","0","System.Net.Requests.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"539","167","0","System.Net.Security.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"540","169","0","System.Net.ServerSentEvents.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"541","171","0","System.Net.ServicePoint.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"542","173","0","System.Net.Sockets.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"543","175","0","System.Net.WebClient.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"544","177","0","System.Net.WebHeaderCollection.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"545","179","0","System.Net.WebProxy.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"546","181","0","System.Net.WebSockets.Client.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"547","183","0","System.Net.WebSockets.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"548","355","0","System.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"549","189","0","System.Numerics.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"550","187","0","System.Numerics.Vectors.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"551","191","0","System.ObjectModel.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"552","193","0","System.Private.CoreLib.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"553","195","0","System.Private.DataContractSerialization.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"554","197","0","System.Private.Uri.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"555","441","0","System.Private.Windows.Core.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"556","443","0","System.Private.Windows.GdiPlus.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"557","199","0","System.Private.Xml.Linq.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"558","201","0","System.Private.Xml.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"559","455","0","System.Reflection.Context.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"560","203","0","System.Reflection.DispatchProxy.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"561","205","0","System.Reflection.Emit.ILGeneration.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"562","207","0","System.Reflection.Emit.Lightweight.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"563","209","0","System.Reflection.Emit.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"564","211","0","System.Reflection.Extensions.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"565","213","0","System.Reflection.Metadata.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"566","219","0","System.Reflection.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"567","215","0","System.Reflection.Primitives.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"568","217","0","System.Reflection.TypeExtensions.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"569","221","0","System.Resources.Reader.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"570","223","0","System.Resources.ResourceManager.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"571","225","0","System.Resources.Writer.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"572","457","0","System.Runtime.Caching.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"573","227","0","System.Runtime.CompilerServices.Unsafe.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"574","229","0","System.Runtime.CompilerServices.VisualC.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"575","231","0","System.Runtime.Extensions.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"576","233","0","System.Runtime.Handles.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"577","235","0","System.Runtime.InteropServices.JavaScript.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"578","239","0","System.Runtime.InteropServices.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"579","237","0","System.Runtime.InteropServices.RuntimeInformation.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"580","241","0","System.Runtime.Intrinsics.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"581","243","0","System.Runtime.Loader.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"582","257","0","System.Runtime.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"583","245","0","System.Runtime.Numerics.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"584","247","0","System.Runtime.Serialization.Formatters.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"585","249","0","System.Runtime.Serialization.Json.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"586","255","0","System.Runtime.Serialization.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"587","251","0","System.Runtime.Serialization.Primitives.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"588","253","0","System.Runtime.Serialization.Xml.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"589","259","0","System.Security.AccessControl.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"590","261","0","System.Security.Claims.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"591","263","0","System.Security.Cryptography.Algorithms.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"592","265","0","System.Security.Cryptography.Cng.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"593","267","0","System.Security.Cryptography.Csp.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"594","269","0","System.Security.Cryptography.Encoding.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"595","277","0","System.Security.Cryptography.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
